"Offer ID","Created On","Offer Name","Categories","Cities","Merchant Name","Type","UPCs","IIDs","Price","Sales","Qty Sold","Qty Avl","Status"
"7091","2017-07-17 00:00:00","Puckett's Grocery eGift","Congratulations;
$25 Gift Cards;
Friend;
Easter;
$100 Gift Cards;
$10 Gift Cards;
Restaurants;
Housewarming;
$20 Gift Cards;
Teacher;
Back to School;
$50 Gift Cards;
Thank You;
Specialty;
Graduation;
$15 Gift Cards;
Christmas;
eGift Cards","Bakers Plus","Puckett's Grocery","Gift Card Offer","07675018453","74002","Variable (5-250);
Fixed
25;50;75;100;200","1375","22","Unlimited","LIVE"
"7090","2017-07-17 00:00:00","Gap Options eGift Cards","Thanksgiving;
Women;
$20 Gift Cards;
Brother;
Birthday;
$50 Gift Cards;
Wife;
Black Friday;
Shopping;
Back to School;
$15 Gift Cards;
Husband;
Men;
$25 Gift Cards;
Sister;
Clothing;
$100 Gift Cards;
$10 Gift Cards;
eGift Cards","Bakers Plus","Gap Options","Gift Card Offer","07675012039","68634","Variable (10-250);
Fixed
25;50;75;100;200","21392.88","360","Unlimited","LIVE"
"7089","2017-07-17 00:00:00","Tom+Chee: Grilled Cheese and Tomato Soup Gift Cards","Housewarming;
$20 Gift Cards;
Physical Gift Cards;
Easter;
$50 Gift Cards;
Friend;
Graduation;
$15 Gift Cards;
Congratulations;
$25 Gift Cards;
Christmas;
$100 Gift Cards;
Thank You;
Restaurants","Bakers Plus","Tom+Chee: Grilled Cheese and Tomato Soup","Physical Gift Card Offer","07675019978","77415","Variable (15-500);
Fixed
25;50;75;100;200","120","6","Unlimited","LIVE"
"7089","2017-07-17 00:00:00","Tom+Chee: Grilled Cheese and Tomato Soup Gift Cards","Housewarming;
$20 Gift Cards;
Physical Gift Cards;
Easter;
$50 Gift Cards;
Friend;
Graduation;
$15 Gift Cards;
Congratulations;
$25 Gift Cards;
Christmas;
$100 Gift Cards;
Thank You;
Restaurants","Bakers Plus","Tom+Chee: Grilled Cheese and Tomato Soup","Physical Gift Card Offer","07675019978","77415","Variable (15-500);
Fixed
25;50;75;100;200","120","6","Unlimited","LIVE"
"7088","2017-07-17 00:00:00","Hibbett Sports  Gift Card","Women;
$25 Gift Cards;
Thanksgiving;
Physical Gift Cards;
$100 Gift Cards;
Brother;
Men;
Wife;
Black Friday;
$50 Gift Cards;
Husband;
Back to School;
Sister;
Clothing","Bakers Plus","Hibbett Sports","Physical Gift Card Offer","07675012829
07675012829","65998
85330","Variable (25-500);
Fixed
25;50;75;100;200","2500","19","Unlimited","LIVE"
"7087","2017-07-17 00:00:00","Hibbett Sports eGift Cards","$100 Gift Cards;
Brother;
Men;
Wife;
Black Friday;
$50 Gift Cards;
Husband;
Back to School;
Sister;
Women;
$25 Gift Cards;
Thanksgiving;
eGift Cards;
Clothing","Bakers Plus","Hibbett Sports","Gift Card Offer","07675012830","79156","Variable (25-500);
Fixed
25;50;75;100;200","83814.90","276","Unlimited","LIVE"
"7087","2017-07-17 00:00:00","Hibbett Sports eGift Cards","$100 Gift Cards;
Brother;
Men;
Wife;
Black Friday;
$50 Gift Cards;
Husband;
Back to School;
Sister;
Women;
$25 Gift Cards;
Thanksgiving;
eGift Cards;
Clothing","Bakers Plus","Hibbett Sports","Gift Card Offer","07675012830","79156","Variable (25-500);
Fixed
25;50;75;100;200","83814.90","276","Unlimited","LIVE"
"7086","2017-07-17 00:00:00","Simm's Steakhouse eGift","Christmas;
Restaurants;
Retirement;
$25 Gift Cards;
Couples;
Mother's Day;
Easter;
$100 Gift Cards;
Friend;
Anniversary;
Housewarming;
$20 Gift Cards;
Husband;
Occasions;
Congratulations;
$50 Gift Cards;
Wife;
Father's Day;
Graduation;
Thank You;
eGift Cards","Bakers Plus","Simm's Steakhouse","Gift Card Offer","07675010213","60293","Variable (20-200);
Fixed
25;50;75;100;200","200","3","Unlimited","LIVE"
"7085","2017-07-17 00:00:00","Tom+Chee: Grilled Cheese and Tomato Soup eGift","Graduation;
$15 Gift Cards;
Congratulations;
$25 Gift Cards;
Christmas;
$100 Gift Cards;
Thank You;
Housewarming;
$20 Gift Cards;
Restaurants;
Easter;
$50 Gift Cards;
Friend;
eGift Cards","Bakers Plus","Tom+Chee: Grilled Cheese and Tomato Soup","Gift Card Offer","07675019977","77414","Variable (15-500);
Fixed
25;50;75;100;200","345","10","Unlimited","LIVE"
"7085","2017-07-17 00:00:00","Tom+Chee: Grilled Cheese and Tomato Soup eGift","Graduation;
$15 Gift Cards;
Congratulations;
$25 Gift Cards;
Christmas;
$100 Gift Cards;
Thank You;
Housewarming;
$20 Gift Cards;
Restaurants;
Easter;
$50 Gift Cards;
Friend;
eGift Cards","Bakers Plus","Tom+Chee: Grilled Cheese and Tomato Soup","Gift Card Offer","07675019977","77414","Variable (15-500);
Fixed
25;50;75;100;200","345","10","Unlimited","LIVE"
"7082","2017-07-17 00:00:00","Guitar Center Gift Cards","Thanksgiving;
Shopping;
$20 Gift Cards;
Teacher;
Birthday;
$50 Gift Cards;
Sister;
Black Friday;
Physical Gift Cards;
Back to School;
$15 Gift Cards;
Husband;
Women;
$25 Gift Cards;
Brother;
Men;
$100 Gift Cards;
Wife;
Specialty","Bakers Plus","Guitar Center","Physical Gift Card Offer","07675011439","63304","Variable (15-500);
Fixed
25;50;75;100;200","5120.65","68","Unlimited","LIVE"
"7081","2017-07-17 00:00:00","Columbia Sportswear eGift","$50 Gift Cards;
Wife;
Christmas;
Mother's Day;
Back to School;
$15 Gift Cards;
Husband;
Birthday;
Clothing;
$25 Gift Cards;
Sister;
Black Friday;
Shopping;
$100 Gift Cards;
$10 Gift Cards;
Thanksgiving;
Father's Day;
$20 Gift Cards;
Brother;
Men;
Women;
eGift Cards","Bakers Plus","Columbia Sportswear","Gift Card Offer","07675016159","71838","Variable (10-250);
Fixed
25;50;75;100;200","28404.05","226","Unlimited","LIVE"
"7080","2017-07-17 00:00:00","Chicken Shack Gift Cards","Housewarming;
Thank You;
Physical Gift Cards;
Easter;
$50 Gift Cards;
Christmas;
Graduation;
Friend;
Congratulations;
$25 Gift Cards;
Birthday;
$100 Gift Cards;
Wife;
Restaurants","Bakers Plus","Chicken Shack","Physical Gift Card Offer","07675013974","67852","Variable (25-100);
Fixed
25;50;75;100","920","25","Unlimited","LIVE"
"7080","2017-07-17 00:00:00","Chicken Shack Gift Cards","Housewarming;
Thank You;
Physical Gift Cards;
Easter;
$50 Gift Cards;
Christmas;
Graduation;
Friend;
Congratulations;
$25 Gift Cards;
Birthday;
$100 Gift Cards;
Wife;
Restaurants","Bakers Plus","Chicken Shack","Physical Gift Card Offer","07675013974","67852","Variable (25-100);
Fixed
25;50;75;100","920","25","Unlimited","LIVE"
"7078","2017-07-17 00:00:00","Chicken Shack eGift Cards","Graduation;
Friend;
Congratulations;
$25 Gift Cards;
Birthday;
$100 Gift Cards;
Wife;
Housewarming;
Thank You;
Restaurants;
Easter;
$50 Gift Cards;
Christmas;
eGift Cards","Bakers Plus","Chicken Shack","Gift Card Offer","07675013975","67853","Variable (25-100);
Fixed
25;50;75;100","688","20","Unlimited","LIVE"
"7077","2017-07-17 00:00:00","Guitar Center eGift Cards","Sister;
Black Friday;
Specialty;
$20 Gift Cards;
Husband;
Women;
$50 Gift Cards;
Brother;
Men;
Back to School;
Wife;
Thanksgiving;
Shopping;
$25 Gift Cards;
Teacher;
Birthday;
$100 Gift Cards;
eGift Cards","Bakers Plus","Guitar Center","Gift Card Offer","07675011436","79118","Variable (15-500);
Fixed
25;50;75;100;200","30017.85","180","Unlimited","LIVE"
"7077","2017-07-17 00:00:00","Guitar Center eGift Cards","Sister;
Black Friday;
Specialty;
$20 Gift Cards;
Husband;
Women;
$50 Gift Cards;
Brother;
Men;
Back to School;
Wife;
Thanksgiving;
Shopping;
$25 Gift Cards;
Teacher;
Birthday;
$100 Gift Cards;
eGift Cards","Bakers Plus","Guitar Center","Gift Card Offer","07675011436","79118","Variable (15-500);
Fixed
25;50;75;100;200","30017.85","180","Unlimited","LIVE"
"7075","2017-07-17 00:00:00","Longhorn Steakhouse Gift Cards","Father's Day;
Physical Gift Cards;
Retirement;
$25 Gift Cards;
Friend;
Valentine's Day;
Occasions;
Easter;
$100 Gift Cards;
$10 Gift Cards;
Husband;
Birthday;
Housewarming;
$20 Gift Cards;
Wife;
Mother's Day;
Congratulations;
$50 Gift Cards;
Thank You;
Christmas;
Anniversary;
Independence Day;
Graduation;
$15 Gift Cards;
Couples;
Restaurants","Bakers Plus","LongHorn Steakhouse®","Physical Gift Card Offer","07675014057","68010","Variable (5-250);
Fixed
25;50;75;100;200","11438.70","269","Unlimited","LIVE"
"7074","2017-07-17 00:00:00","Si Senor eGift","$100 Gift Cards;
$10 Gift Cards;
Housewarming;
$20 Gift Cards;
Christmas;
Easter;
$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
Congratulations;
$25 Gift Cards;
Friend;
eGift Cards","Bakers Plus","Si Senor","Gift Card Offer","07675014877","69627","Variable (5-250);
Fixed
25;50;75;100;200","75","2","0","LIVE"
"7072","2017-07-17 00:00:00","LongHorn Steakhouse® eGift Cards","$10 Gift Cards;
Husband;
Birthday;
Housewarming;
$20 Gift Cards;
Wife;
Mother's Day;
Restaurants;
Congratulations;
$50 Gift Cards;
Thank You;
Christmas;
Anniversary;
Independence Day;
Graduation;
$15 Gift Cards;
Couples;
Father's Day;
Retirement;
$25 Gift Cards;
Friend;
Valentine's Day;
Occasions;
Easter;
$100 Gift Cards;
eGift Cards","Bakers Plus","LongHorn Steakhouse®","Gift Card Offer","07675014056","68009","Variable (10-250);
Fixed
25;50;75;100;200","33213.36","635","Unlimited","LIVE"
"7072","2017-07-17 00:00:00","LongHorn Steakhouse® eGift Cards","$10 Gift Cards;
Husband;
Birthday;
Housewarming;
$20 Gift Cards;
Wife;
Mother's Day;
Restaurants;
Congratulations;
$50 Gift Cards;
Thank You;
Christmas;
Anniversary;
Independence Day;
Graduation;
$15 Gift Cards;
Couples;
Father's Day;
Retirement;
$25 Gift Cards;
Friend;
Valentine's Day;
Occasions;
Easter;
$100 Gift Cards;
eGift Cards","Bakers Plus","LongHorn Steakhouse®","Gift Card Offer","07675014056","68009","Variable (10-250);
Fixed
25;50;75;100;200","33213.36","635","Unlimited","LIVE"
"7070","2017-07-17 00:00:00","Hooters $25 Gift Card","Clothing;
Back to School;
Graduation;
Couples;
Mother's Day;
Physical Gift Cards;
Congratulations;
Sister;
Women;
Men;
Independence Day;
Thank You;
Husband;
Father's Day;
Housewarming;
Brother;
Shopping;
Occasions;
Easter;
Friend;
Christmas;
Restaurants","Bakers Plus","Hooters","Physical Gift Card Offer","07675022279","79295","
Fixed
25","1375","55","Unlimited","LIVE"
"7067","2017-07-17 00:00:00","Detroit Zoo eGift","$100 Gift Cards;
Couples;
Vacation;
$20 Gift Cards;
Christmas;
Specialty;
$50 Gift Cards;
Teacher;
Kids & Baby;
$15 Gift Cards;
Black Friday;
$25 Gift Cards;
Thanksgiving;
Travel;
eGift Cards","Bakers Plus","Detroit Zoo","Gift Card Offer","07675014656","69214","Variable (15-500);
Fixed
25;50;75;100;200","14374","284","Unlimited","LIVE"
"7067","2017-07-17 00:00:00","Detroit Zoo eGift","$100 Gift Cards;
Couples;
Vacation;
$20 Gift Cards;
Christmas;
Specialty;
$50 Gift Cards;
Teacher;
Kids & Baby;
$15 Gift Cards;
Black Friday;
$25 Gift Cards;
Thanksgiving;
Travel;
eGift Cards","Bakers Plus","Detroit Zoo","Gift Card Offer","07675014656","69214","Variable (15-500);
Fixed
25;50;75;100;200","14374","284","Unlimited","LIVE"
"7065","2017-07-17 00:00:00","Hooters eGift Cards","Thank You;
Husband;
Father's Day;
Back to School;
Graduation;
$15 Gift Cards;
Brother;
Shopping;
Occasions;
Congratulations;
$25 Gift Cards;
Friend;
Christmas;
Clothing;
Independence Day;
$100 Gift Cards;
$10 Gift Cards;
Couples;
Mother's Day;
Restaurants;
Housewarming;
$20 Gift Cards;
Sister;
Women;
Men;
Easter;
$50 Gift Cards;
eGift Cards","Bakers Plus","Hooters","Gift Card Offer","07675017420","76109","Variable (5-250);
Fixed
25;50;75;100;200","6831.42","153","Unlimited","LIVE"
"7064","2017-07-17 00:00:00","DSW Gift Cards","Wife;
Christmas;
Father's Day;
$50 Gift Cards;
Husband;
Shopping;
Back to School;
Sister;
Black Friday;
Men;
$25 Gift Cards;
Thanksgiving;
Mother's Day;
$100 Gift Cards;
Brother;
Women;
Clothing","Bakers Plus","DSW","Physical Gift Card Offer","07675008839","36716","Variable (25-500);
Fixed
25;50;75;100;200","3046.70","51","Unlimited","LIVE"
"7064","2017-07-17 00:00:00","DSW Gift Cards","Wife;
Christmas;
Father's Day;
$50 Gift Cards;
Husband;
Shopping;
Back to School;
Sister;
Black Friday;
Men;
$25 Gift Cards;
Thanksgiving;
Mother's Day;
$100 Gift Cards;
Brother;
Women;
Clothing","Bakers Plus","DSW","Physical Gift Card Offer","07675008839","36716","Variable (25-500);
Fixed
25;50;75;100;200","3046.70","51","Unlimited","LIVE"
"7063","2017-07-17 00:00:00","Groupon Gift Cards","$20 Gift Cards;
Brother;
Mother's Day;
$50 Gift Cards;
Wife;
Thanksgiving;
Shopping;
Back to School;
$15 Gift Cards;
Couples;
Men;
Popular;
$25 Gift Cards;
Sister;
Black Friday;
Hotels;
$100 Gift Cards;
Mother's Day;
Teacher;
Women;
Entertainment","Bakers Plus","Groupon","Physical Gift Card Offer","07675011360","63203","Variable (15-200);
Fixed
25;50;75;100;200","7071.60","122","Unlimited","LIVE"
"7062","2017-07-17 00:00:00","Space Needle eGift Cards","Wife;
Occasions;
eGift Cards;
Housewarming;
Thank You;
Birthday;
Congratulations;
$50 Gift Cards;
Couples;
Valentine's Day;
Graduation;
Friend;
Anniversary;
Restaurants;
Retirement;
$25 Gift Cards;
Christmas;
Vacation;
Easter;
$100 Gift Cards;
Travel","Bakers Plus","Space Needle","Gift Card Offer","07675017145
07675017145","75782
90331","Variable (25-200);
Fixed
25;50;75;100;200","1100","15","Unlimited","LIVE"
"7061","2017-07-17 00:00:00","Smashburger Gift Cards","Graduation;
Thank You;
Christmas;
Occasions;
Retirement;
$25 Gift Cards;
Couples;
Birthday;
Easter;
$100 Gift Cards;
Friend;
Mother's Day;
Physical Gift Cards;
Housewarming;
$20 Gift Cards;
Husband;
Anniversary;
Congratulations;
$50 Gift Cards;
Wife;
Father's Day;
Restaurants","Bakers Plus","Smashburger","Physical Gift Card Offer","07675011398","63250","Variable (20-100);
Fixed
25;50;75;100","2305","66","Unlimited","LIVE"
"8313","2017-07-25 00:00:00","Tilly's eGift Cards","Wife;
Black Friday;
Clothing;
$20 Gift Cards;
Husband;
Shopping;
$50 Gift Cards;
Sister;
Men;
Back to School;
$15 Gift Cards;
Thanksgiving;
Women;
$25 Gift Cards;
Brother;
Birthday;
$100 Gift Cards;
eGift Cards","Bakers Plus","Tilly's","Gift Card Offer","07675016942","72763","Variable (15-500);
Fixed
25;50;75;100;200","7662.87","126","Unlimited","LIVE"
"8311","2017-07-25 00:00:00","The Gilmore Collection eGift","Graduation;
Thank You;
Congratulations;
$25 Gift Cards;
Restaurants;
$100 Gift Cards;
Friend;
Housewarming;
$20 Gift Cards;
Easter;
$50 Gift Cards;
Christmas;
eGift Cards","Bakers Plus","The Gilmore Collection","Gift Card Offer","07675019480","73283","Variable (20-500);
Fixed
25;50;75;100;200","0","0","Unlimited","LIVE"
"8308","2017-07-25 00:00:00","Under Armour eGift","Sister;
Father's Day;
Back to School;
$25 Gift Cards;
Black Friday;
Women;
$100 Gift Cards;
Husband;
Mother's Day;
Online Shopping;
Wife;
Birthday;
Clothing;
$50 Gift Cards;
Thanksgiving;
Shopping;
At Home;
eGift Cards","Bakers Plus","Under Armour","Gift Card Offer","07675012405","65013","Variable (25-500);
Fixed
25;50;75;100;200","26303.42","297","Unlimited","LIVE"
"8308","2017-07-25 00:00:00","Under Armour eGift","Sister;
Father's Day;
Back to School;
$25 Gift Cards;
Black Friday;
Women;
$100 Gift Cards;
Husband;
Mother's Day;
Online Shopping;
Wife;
Birthday;
Clothing;
$50 Gift Cards;
Thanksgiving;
Shopping;
At Home;
eGift Cards","Bakers Plus","Under Armour","Gift Card Offer","07675012405","65013","Variable (25-500);
Fixed
25;50;75;100;200","26303.42","297","Unlimited","LIVE"
"8307","2017-07-25 00:00:00","Umigo Racing, Inc. eGift","$15 Gift Cards;
Thanksgiving;
Occasions;
$25 Gift Cards;
Couples;
Father's Day;
$100 Gift Cards;
Wife;
Black Friday;
Entertainment;
$20 Gift Cards;
Husband;
Birthday;
$50 Gift Cards;
Brother;
Men;
eGift Cards","Bakers Plus","Umigo Racing Inc.","Gift Card Offer","07675015824","71953","Variable (5-250);
Fixed
25;50;75;100;200","25","1","Unlimited","LIVE"
"8305","2017-07-25 00:00:00","Ulta eGift Cards","At Home;
$15 Gift Cards;
Thanksgiving;
Mother's Day;
Retirement;
$25 Gift Cards;
Sister;
Popular;
Easter;
$100 Gift Cards;
$10 Gift Cards;
Black Friday;
Valentine's Day;
Online Shopping;
$20 Gift Cards;
Teacher;
Anniversary;
eGift Cards;
Back to School;
$50 Gift Cards;
Wife;
Mother's Day;
Women;
Shopping","Bakers Plus","Ulta Beauty","Gift Card Offer","07675017195","85534","Variable (5-500);
Fixed
25;50;75;100;200","105524.99","2173","Unlimited","LIVE"
"8304","2017-07-25 00:00:00","Via Vite Restaurant eGift","Wife;
Occasions;
Easter;
$100 Gift Cards;
$10 Gift Cards;
Christmas;
Housewarming;
$20 Gift Cards;
Couples;
Restaurants;
Back to School;
$50 Gift Cards;
Friend;
Thank You;
Graduation;
$15 Gift Cards;
Teacher;
Congratulations;
$25 Gift Cards;
eGift Cards","Bakers Plus","Via Vite Restaurant","Gift Card Offer","07675014896","69648","Variable (5-250);
Fixed
25;50;75;100;200","250","3","Unlimited","LIVE"
"8304","2017-07-25 00:00:00","Via Vite Restaurant eGift","Wife;
Occasions;
Easter;
$100 Gift Cards;
$10 Gift Cards;
Christmas;
Housewarming;
$20 Gift Cards;
Couples;
Restaurants;
Back to School;
$50 Gift Cards;
Friend;
Thank You;
Graduation;
$15 Gift Cards;
Teacher;
Congratulations;
$25 Gift Cards;
eGift Cards","Bakers Plus","Via Vite Restaurant","Gift Card Offer","07675014896","69648","Variable (5-250);
Fixed
25;50;75;100;200","250","3","Unlimited","LIVE"
"8303","2017-07-25 00:00:00","Willie G's Seafood & Steakhouse eGift","Retirement;
$25 Gift Cards;
Couples;
Father's Day;
Easter;
$100 Gift Cards;
Friend;
Anniversary;
Restaurants;
Housewarming;
$20 Gift Cards;
Husband;
Mother's Day;
Congratulations;
$50 Gift Cards;
Wife;
Birthday;
Graduation;
Thank You;
Christmas;
Occasions;
eGift Cards","Bakers Plus","Willie G's Seafood & Steakhouse","Gift Card Offer","07675010214","60294","Variable (20-200);
Fixed
25;50;75;100;200","250","3","Unlimited","LIVE"
"8302","2017-07-25 00:00:00","Coney Island eGift Cards","Thanksgiving;
Vacation;
Wife;
Occasions;
Christmas;
Travel;
Couples;
Kids & Baby;
Black Friday;
eGift Cards","Bakers Plus","Coney Island","Gift Card Offer","07675014573
07675014574","69010
69011","
Fixed
25;50","450","13","Unlimited","LIVE"
"8302","2017-07-25 00:00:00","Coney Island eGift Cards","Thanksgiving;
Vacation;
Wife;
Occasions;
Christmas;
Travel;
Couples;
Kids & Baby;
Black Friday;
eGift Cards","Bakers Plus","Coney Island","Gift Card Offer","07675014573
07675014574","69010
69011","
Fixed
25;50","450","13","Unlimited","LIVE"
"8301","2017-07-25 00:00:00","Winger's Roadhouse eGifts","Housewarming;
$20 Gift Cards;
Restaurants;
Easter;
$50 Gift Cards;
Friend;
Graduation;
$15 Gift Cards;
Congratulations;
$25 Gift Cards;
Christmas;
$100 Gift Cards;
Thank You;
eGift Cards","Bakers Plus","Winger's Roadhouse","Gift Card Offer","07675016336","71643","Variable (5-250);
Fixed
25;50;75;100;200","625","15","Unlimited","LIVE"
"8300","2017-07-25 00:00:00","Wolff's Biergarten $20 eGift","Graduation;
Congratulations;
Christmas;
Thank You;
Housewarming;
Restaurants;
Easter;
Friend;
eGift Cards","Bakers Plus","Wolff's Biergarten","Gift Card Offer","07675014162","68169","
Fixed
20","20","1","Unlimited","LIVE"
"7112","2017-07-17 00:00:00","El Torito eGift","Congratulations;
$25 Gift Cards;
Friend;
$100 Gift Cards;
$10 Gift Cards;
Housewarming;
$20 Gift Cards;
Christmas;
Easter;
$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
eGift Cards","Bakers Plus","El Torito","Gift Card Offer","07675016169","70919","Variable (5-250);
Fixed
25;50;75;100;200","1592","32","Unlimited","LIVE"
"7112","2017-07-17 00:00:00","El Torito eGift","Congratulations;
$25 Gift Cards;
Friend;
$100 Gift Cards;
$10 Gift Cards;
Housewarming;
$20 Gift Cards;
Christmas;
Easter;
$50 Gift Cards;
Thank You;
Graduation;
$15 Gift Cards;
Restaurants;
eGift Cards","Bakers Plus","El Torito","Gift Card Offer","07675016169","70919","Variable (5-250);
Fixed
25;50;75;100;200","1592","32","Unlimited","LIVE"
"7111","2017-07-17 00:00:00","Forever 21 Gift Cards","Men;
$100 Gift Cards;
$10 Gift Cards;
Thanksgiving;
Father's Day;
$20 Gift Cards;
Brother;
Shopping;
$50 Gift Cards;
Wife;
Black Friday;
Birthday;
Back to School;
$15 Gift Cards;
Husband;
Mother's Day;
Physical Gift Cards;
$25 Gift Cards;
Sister;
Women;
Clothing","Bakers Plus","Forever 21","Physical Gift Card Offer","07675011668","80743","Variable (5-200);
Fixed
25;50;75;100;200","3753.60","91","Unlimited","LIVE"
"7110","2017-07-17 00:00:00","Grinders Above & Beyond Gift Card","Housewarming;
Thank You;
Easter;
$50 Gift Cards;
Physical Gift Cards;
Graduation;
Friend;
Congratulations;
$25 Gift Cards;
$100 Gift Cards;
Christmas;
Restaurants","Bakers Plus","Grinders Above & Beyond","Physical Gift Card Offer","07675012597","65670","Variable (25-500);
Fixed
25;50;75;100;200","103.60","3","Unlimited","LIVE"
"7110","2017-07-17 00:00:00","Grinders Above & Beyond Gift Card","Housewarming;
Thank You;
Easter;
$50 Gift Cards;
Physical Gift Cards;
Graduation;
Friend;
Congratulations;
$25 Gift Cards;
$100 Gift Cards;
Christmas;
Restaurants","Bakers Plus","Grinders Above & Beyond","Physical Gift Card Offer","07675012597","65670","Variable (25-500);
Fixed
25;50;75;100;200","103.60","3","Unlimited","LIVE"
"7109","2017-07-17 00:00:00","Forever 21 eGift Cards","Men;
Back to School;
$15 Gift Cards;
Thanksgiving;
Father's Day;
$25 Gift Cards;
Brother;
Shopping;
Clothing;
$100 Gift Cards;
Wife;
Black Friday;
Birthday;
$20 Gift Cards;
Husband;
Mother's Day;
$50 Gift Cards;
Sister;
Women;
eGift Cards","Bakers Plus","Forever 21","Gift Card Offer","07675008598
07675008598
07675008598
07675008598
07675008598
07675008598
07675008598
07675008598
07675008598
07675008598
07675008598
07675008598
07675008598","80621
70077
35712
35720
35721
70078
70081
70082
70080
70079
70076
35718
35714","Variable (15-200);
Fixed
25;50;75;100;200","14511.81","287","Unlimited","LIVE"
"7107","2017-07-17 00:00:00","MAD Greens eGift","Housewarming;
$20 Gift Cards;
Restaurants;
Easter;
$50 Gift Cards;
Friend;
Graduation;
$15 Gift Cards;
Congratulations;
$25 Gift Cards;
Christmas;
$100 Gift Cards;
Thank You;
eGift Cards","Bakers Plus","MAD Greens","Gift Card Offer","07675014279","68397","Variable (5-250);
Fixed
25;50;75;100;200","1905","31","Unlimited","LIVE"
"7107","2017-07-17 00:00:00","MAD Greens eGift","Housewarming;
$20 Gift Cards;
Restaurants;
Easter;
$50 Gift Cards;
Friend;
Graduation;
$15 Gift Cards;
Congratulations;
$25 Gift Cards;
Christmas;
$100 Gift Cards;
Thank You;
eGift Cards","Bakers Plus","MAD Greens","Gift Card Offer","07675014279","68397","Variable (5-250);
Fixed
25;50;75;100;200","1905","31","Unlimited","LIVE"
"7106","2017-07-17 00:00:00","Grinders  Above & Beyond Standard eGift","Graduation;
Friend;
Congratulations;
$25 Gift Cards;
$100 Gift Cards;
Christmas;
Housewarming;
Thank You;
Easter;
$50 Gift Cards;
Restaurants;
eGift Cards","Bakers Plus","Grinders Above & Beyond","Gift Card Offer","07675012598","65447","Variable (25-500);
Fixed
25;50;75;100;200","100","3","Unlimited","LIVE"
"7105","2017-07-17 00:00:00","Friendly's Ice Cream $25 eGift","Housewarming;
Birthday;
Easter;
Friend;
Graduation;
Kids & Baby;
Congratulations;
Wife;
Independence Day;
Thank You;
Restaurants;
eGift Cards","Bakers Plus","Friendly's Ice Cream","Gift Card Offer","07675013973","67850","
Fixed
25","825","33","Unlimited","LIVE"
"7104","2017-07-17 00:00:00","Foot Locker Gift Cards","Online Shopping;
$20 Gift Cards;
Teacher;
Women;
Specialty;
$50 Gift Cards;
Sister;
Black Friday;
At Home;
$15 Gift Cards;
Husband;
Birthday;
Back to School;
$25 Gift Cards;
Brother;
Men;
Physical Gift Cards;
$100 Gift Cards;
Wife;
Thanksgiving;
Shopping;
Clothing","Bakers Plus","Foot Locker","Physical Gift Card Offer","07675005074
07675005074","9533
83705","Variable (15-500);
Fixed
25;50;75;100;200","6863.50","126","Unlimited","LIVE"
"7104","2017-07-17 00:00:00","Foot Locker Gift Cards","Online Shopping;
$20 Gift Cards;
Teacher;
Women;
Specialty;
$50 Gift Cards;
Sister;
Black Friday;
At Home;
$15 Gift Cards;
Husband;
Birthday;
Back to School;
$25 Gift Cards;
Brother;
Men;
Physical Gift Cards;
$100 Gift Cards;
Wife;
Thanksgiving;
Shopping;
Clothing","Bakers Plus","Foot Locker","Physical Gift Card Offer","07675005074
07675005074","9533
83705","Variable (15-500);
Fixed
25;50;75;100;200","6863.50","126","Unlimited","LIVE"
"7103","2017-07-17 00:00:00","Express $50 Gift Card","Wife;
Christmas;
Shopping;
Husband;
Men;
Sister;
Black Friday;
Back to School;
Thanksgiving;
Women;
Brother;
Birthday;
Clothing","Bakers Plus","Express","Physical Gift Card Offer","07675008632
07675008631","35926
81166","
Fixed
50;25","725","19","Unlimited","LIVE"
"7101","2017-07-17 00:00:00","Goodcents Deli Subs Original Gift Cards","Physical Gift Cards;
Graduation;
$15 Gift Cards;
Sister;
Women;
Congratulations;
$25 Gift Cards;
Friend;
Christmas;
$100 Gift Cards;
$10 Gift Cards;
Brother;
Men;
Housewarming;
$20 Gift Cards;
Wife;
Easter;
$50 Gift Cards;
Thank You;
Husband;
Restaurants","Bakers Plus","Goodcents Deli Fresh Subs","Physical Gift Card Offer","07675018992","73722","Variable (5-500);
Fixed
25;50;75;100;200","115","7","Unlimited","LIVE"
"7101","2017-07-17 00:00:00","Goodcents Deli Subs Original Gift Cards","Physical Gift Cards;
Graduation;
$15 Gift Cards;
Sister;
Women;
Congratulations;
$25 Gift Cards;
Friend;
Christmas;
$100 Gift Cards;
$10 Gift Cards;
Brother;
Men;
Housewarming;
$20 Gift Cards;
Wife;
Easter;
$50 Gift Cards;
Thank You;
Husband;
Restaurants","Bakers Plus","Goodcents Deli Fresh Subs","Physical Gift Card Offer","07675018992","73722","Variable (5-500);
Fixed
25;50;75;100;200","115","7","Unlimited","LIVE"
